Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1,2.505337700517893,0.2352941176470588,0.75,0.4182081213682387,0.3663439039293504,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.036764705882352935,0.09836065573770493,0.0,0.0,1.0,1.0,0.5,0.1225,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.12508858965272854,0.8333333333333333,0.0,0.06421232876712328,0.14009819967266776,1.0,1.0,1.0,1.0,0.3561547482043825,0.4135593220338983,0.0,0.5777122882260084,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.2,0.8,0.04672897196261682,0.6666666666666666,0.5,0.38645980253878703,0.6666666666666666,1.0,1.0,0.0,0.11151736745886656,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909093,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
2,2.4939498806281306,0.0,0.75,0.4950637470974309,0.3913167659491231,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.5,0.2,1.0,0.75,0.6000000000000001,0.5555555555555556,0.875,0.22794117647058826,0.5245901639344263,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,1.0,0.6666666666666666,0.1732813607370659,0.8333333333333333,0.0,0.1215753424657534,0.2065466448445172,1.0,1.0,1.0,1.0,0.5030560164904583,0.0,0.0,0.4702445078729567,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.2897196261682243,0.6666666666666666,0.5,0.3244005641748942,0.6666666666666666,1.0,1.0,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3636363636363637,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
3,2.510993955442159,0.2352941176470588,0.75,0.4349089973815976,0.42235850030265504,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.05147058823529412,0.11475409836065575,0.0,0.0,1.0,1.0,0.5,0.10125,0.6666666666666666,1.0,1.0,0.75,0.75,0.5,1.0,0.08610914245216159,0.8333333333333333,0.0,0.1857876712328767,0.15057283142389527,1.0,1.0,1.0,1.0,0.3834410394874981,0.41937046004842615,0.0,0.5930951586829399,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.06542056074766353,0.6666666666666666,0.5,0.4287729196050776,0.6666666666666666,1.0,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
4,2.4722770394194904,0.2941176470588235,0.75,0.38858111692291897,0.3902947416306547,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.7272727272727273,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.6691176470588235,0.6065573770491803,0.0,0.0,0.2,0.4,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,1.0,0.25,0.6666666666666666,0.03827072997873848,0.8333333333333333,0.0,0.23116438356164384,0.1237315875613748,1.0,0.75,1.0,1.0,0.39994101331885457,0.36610169491525424,0.0,0.5791574328965412,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666666,1.0,0.3333333333333333,0.8,0.4,0.07476635514018691,0.3333333333333333,0.75,0.4527503526093089,0.6666666666666666,1.0,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909093,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
5,2.5200498461606777,0.2352941176470588,0.75,0.5131229364071093,0.4687611501936441,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,1.0,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.05882352941176471,0.14754098360655735,0.0,0.0,1.0,1.0,0.5,0.21875,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,1.0,0.11605244507441533,0.8333333333333333,0.0,0.20976027397260272,0.18739770867430444,1.0,1.0,1.0,1.0,0.4662370521602308,0.5099273607748184,0.0,0.6665228823649914,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,0.8,0.07476635514018691,0.6666666666666666,0.75,0.5895627644569816,0.6666666666666666,1.0,1.0,0.22403733955659275,0.15356489945155394,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
6,2.4740647472974704,0.17647058823529413,0.75,0.5175033420618727,0.4667608511414304,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4090909090909091,0.4,1.0,0.75,0.2,0.4444444444444445,0.5,0.1176470588235294,0.2459016393442623,0.0,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,1.0,0.75,0.75,0.75,0.25,1.0,0.12969525159461376,0.8333333333333333,0.0,0.0273972602739726,0.13027823240589198,1.0,1.0,1.0,1.0,0.3286535459838906,0.27409200968523,0.0,0.4972202460326831,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.25,1.0,0.0,0.2,0.8,0.14953271028037382,0.3333333333333333,0.5,0.3385049365303244,0.6666666666666666,1.0,1.0,0.04667444574095682,0.05484460694698354,0.0,0.6299212598425197,0.0,0.0,0.0,0.5,0.5,0.04516129032258065,0.8181818181818182,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
7,2.5364393217925154,0.0,0.75,0.4711754616031938,0.4009434910197881,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.4,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.022058823529411763,0.04918032786885247,0.0,0.0,1.0,1.0,1.0,0.11625,0.6666666666666666,1.0,1.0,1.0,0.75,0.75,1.0,0.2425584691708009,0.8333333333333333,0.0,0.13570205479452055,0.2759410801963993,1.0,1.0,1.0,1.0,0.6144648399515797,0.0,0.0,0.574386761705187,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.4166666666666666,1.0,0.3333333333333333,0.8,0.8,0.02803738317757009,0.6666666666666666,0.5,0.4485190409026798,0.6666666666666666,1.0,1.0,0.2975495915985997,0.10420475319926874,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
8,2.5019335857292178,0.2352941176470588,0.75,0.4403125963841563,0.4066434667460964,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5454545454545454,1.0,1.0,0.75,1.0,0.6666666666666665,0.625,0.2647058823529412,0.6065573770491803,0.0,0.0,0.6000000000000001,0.5,1.0,0.15,0.3333333333333333,1.0,0.5,0.75,0.75,0.5,0.6666666666666666,0.15219702338766833,0.16666666666666666,0.02170963364993216,0.09246575342465753,0.1811783960720131,1.0,1.0,1.0,1.0,0.4534645543861125,0.4760290556900726,0.0,0.6486996026216678,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.4166666666666666,1.0,0.6666666666666666,0.6000000000000001,0.8,0.3364485981308411,0.6666666666666666,0.5,0.3413258110014104,0.6666666666666666,1.0,1.0,0.2742123687281213,0.37294332723948814,0.4130434782608696,0.0,0.0,0.0,0.0,1.0,0.5,0.022580645161290325,0.9090909090909092,0.75,0.6666666666666666,0.75,1.0,0.0,0.0
9,2.4659378919520143,0.17647058823529413,0.25,0.3284263672070855,0.30320468089956243,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818185,0.0,1.0,0.75,0.2,0.6666666666666665,0.5,0.5661764705882353,0.9672131147540984,0.0,0.0,0.8,0.4,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.4075342465753424,0.155810147299509,1.0,0.75,1.0,0.3333333333333333,0.42323069565212057,0.3641646489104116,0.0,0.5907103163127223,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.75,0.6666666666666666,0.6000000000000001,0.4,0.7196261682242991,0.3333333333333333,0.5,0.3300423131170663,0.3333333333333333,1.0,1.0,0.10501750291715284,0.0,0.3713768115942029,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.5,0.6666666666666666,0.0,0.0,0.0,0.0
10,2.457744398568535,1.0,0.75,0.32109662357415125,0.3409031354692566,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.13636363636363635,0.0,0.0,0.0,0.4,0.4444444444444445,0.625,0.5073529411764706,0.9672131147540984,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,1.0,0.15077958894401133,0.8333333333333333,0.0,0.059931506849315065,0.16219312602291328,1.0,1.0,1.0,1.0,0.4430673797326055,0.0,0.0,0.41416859178121257,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.25,1.0,0.6666666666666666,0.6000000000000001,0.8,0.6448598130841121,0.6666666666666666,0.25,0.14456981664315938,1.0,1.0,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
